Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
69.2367250919342	10	2.2592484363701626	0.04197076726819059	2.3354412639309885	2.194445228713448	125328
135.68321657180786	20	2.4850341067973933	0.00565713115004941	2.4999913921928965	2.476760822130018	250408
203.0426733493805	30	3.098900333225174	0.04724184668535908	3.176918342956924	2.9996770777506754	377263
269.3448176383972	40	2.800273293497521	0.07759145740471202	2.991932445394923	2.6243197792500723	498000
336.7087593078613	50	3.737448604546007	0.003975211533013159	3.7442279915412655	3.7279974399643834	624581
403.13522148132324	60	4.158436722464776	0.036795462723567894	4.232805533589271	4.107009650060718	750182
469.116384267807	70	4.0357838093143075	0.03799373156788471	4.074723153738887	3.91600391259999	876610
535.0554316043854	80	4.378692780219499	0.07104739074482261	4.520876315211353	4.273615994396096	1003793
601.1436612606049	90	4.492971158386208	0.032689918267988824	4.536691306042485	4.414576208000653	1130749
668.0789408683777	100	4.645206989945	0.018390222711658317	4.670454723702278	4.604308178852079	1256070
734.2445845603943	110	4.57653055021161	0.04957883479598477	4.6206554629752645	4.462046613247367	1383537
800.2811434268951	120	4.834141914091888	0.06343552544360286	4.893657820735825	4.7031221256766	1510151
866.6130065917969	130	4.841315217182273	0.04664198312142936	4.9219946501543745	4.764305610384326	1635966
932.9909217357635	140	5.034365072663495	0.03873845723098957	5.062911163200624	4.927867634629365	1761851
999.5120022296906	150	4.685972208598941	0.3281319506213394	4.929023706528824	3.7480223237271275	1887315
1065.2780418395996	160	4.455283467983645	1.3736626677272739	4.926124880810676	0.3345104583822831	2014380
1131.2971699237823	170	4.861027453716378	0.029368456488559253	4.891814436385175	4.805859689280624	2141584
1197.090490102768	180	5.153834674308891	0.05895194711415896	5.203718553850194	4.911703486170154	2268754
1262.7692368030548	190	5.0865681298048	0.012344478312746777	5.10452242611791	5.066531697666505	2396332
1329.1293518543243	200	4.646240416286164	0.0021455952090116606	4.651661493204301	4.643955774401547	2523107
1395.7763023376465	210	5.211030526397226	0.004590741440696325	5.217195107587031	5.204247288231272	2650530
1461.719167470932	220	5.254485591789125	0.007120153982862138	5.268923886993434	5.239621789922239	2777171
1527.418828010559	230	5.381178769267863	0.367290900380483	5.651285939762602	4.603165338405233	2905102
1593.8885266780853	240	5.18881588814751	0.012876502839920872	5.2121046888350975	5.160678291489603	3032136
1659.765414237976	250	5.29816748944344	0.16641929540055772	5.461647206015186	4.771894186822465	3159834
1725.848461151123	260	5.347387651850295	0.03257658185457945	5.409419193223584	5.290147460647859	3286794
1791.7852175235748	270	5.833217263268589	0.004175697830487587	5.84185634848518	5.825845900169043	3414376
1857.5490486621857	280	5.534821933416461	0.014191953776706493	5.564867581655562	5.511109147031675	3542160
1923.7558493614197	290	5.457667299978202	0.06032668185438873	5.532829098345246	5.344075077446178	3670160
1990.0301055908203	300	5.831602000380299	0.07749283004395989	5.970673381882079	5.694011256506201	3798160
2056.488629579544	310	5.134264370886958	0.018366929145901434	5.18787046369107	5.1078386713634245	3925628
2122.9838528633118	320	5.786203151122026	0.0016031805085566344	5.787718710227637	5.7824102165177464	4053304
2188.9237229824066	330	5.542800442759906	0.04552265315055082	5.614610098213234	5.472507648686133	4181304
2254.0839223861694	340	5.58450839206198	0.012072232273223096	5.606998780975118	5.558411729492946	4308682
2319.955221891403	350	5.477669713966898	0.07560409179902214	5.594840618636226	5.306147743394831	4435943
2386.10462141037	360	5.618794682063163	0.021152300377731408	5.659253739017004	5.574146872462734	4563435
2451.627918243408	370	5.432384504177317	0.07000344545497492	5.570679075608496	5.252139752410585	4690393
2516.8298065662384	380	5.548512646405142	0.055416729478827524	5.614385185181163	5.411083733750274	4818393
2582.8583199977875	390	5.370912619252631	0.06403330958503657	5.482077777734958	5.272382219234714	4946297
2648.333334684372	400	5.501890790460056	0.08336714032206356	5.6457988073434535	5.311662499905651	5074297
2714.4845604896545	410	5.486434534873115	0.036307261596816846	5.53339313773904	5.400595904677175	5202295
2779.8606190681458	420	5.403167567783966	0.04891785046244446	5.515324609878007	5.343126048275735	5330190
2845.6279015541077	430	5.497486278338766	0.04401836893828121	5.608322470448911	5.411263774090912	5457980
2911.0904405117035	440	5.6449879863136445	0.06185207911292409	5.782816415885463	5.520928887301125	5585632
2976.3286595344543	450	5.624864243972115	0.04618090660760402	5.7072447665268555	5.529941190354293	5713143
3041.2476201057434	460	5.6241961183657985	0.08892152807455872	5.738436815212481	5.427366117422935	5840973
3106.293668985367	470	5.65837424285317	0.042466623007704526	5.753071060884395	5.600769183525699	5968594
3170.5417630672455	480	5.697398346231494	0.04320702058529925	5.7885826566198375	5.596699763525976	6095585
3235.4263079166412	490	5.718185039286036	0.13112152048702172	5.94601377111394	5.436177040130133	6222699
3300.355227470398	500	5.845276657522481	0.040508483971313	5.909270001051482	5.780261702777352	6350137
3365.6419303417206	510	5.866073847288499	0.013514956471498703	5.893073985207593	5.839399474411039	6478137
3430.3607738018036	520	5.757459706925874	0.035316863571833924	5.7948738200211665	5.6493025814852444	6605830
3496.284926891327	530	5.7341845471289705	0.06335929537946802	5.84102529847587	5.571282023971435	6733830
3560.9602406024933	540	5.813996022442589	0.08988107095210913	5.9598480685963295	5.604532207013108	6861491
3626.2549879550934	550	5.89758380042098	0.027614927723498904	5.960064698418137	5.848708938836353	6989491
3692.2165067195892	560	5.956473898128024	0.016669239471108304	5.985379474936053	5.912400675442768	7117200
3757.0682814121246	570	6.1065164874664335	0.1405341982832357	6.191305611602729	5.453848744931747	7244713
3821.9644310474396	580	6.109438266711177	0.113894129449539	6.221116246771999	5.7050717867905405	7372584
3886.759156227112	590	6.224998447103717	0.04002428582398634	6.2940388582937885	6.091669620771427	7500048
3951.9850363731384	600	6.062139134279859	0.07007644960681728	6.15044235996902	5.868341689551016	7627536
4016.624107837677	610	6.0832547471670475	0.028433162727953085	6.1311335107493505	6.027938642590016	7754954
4081.2209944725037	620	6.126045710514591	0.02629002743674226	6.170335752074607	6.074966997897718	7882586
4146.2101373672485	630	6.123293722297239	0.055614839226274145	6.230539649332059	6.013142749769031	8008718
4210.945405244827	640	6.195156744076521	0.047798762105980504	6.257386877303361	6.091002733344794	8135765
4275.032695770264	650	6.2217560117322135	0.034578680553488096	6.269676662501297	6.125430271757068	8261919
4340.052757740021	660	6.044447207146004	0.07597462608832845	6.212639520366793	5.8803636527009076	8388907
4404.96036863327	670	6.272354916815239	0.2183467486009352	6.52166269326699	5.898879276690423	8515503
4469.502032518387	680	6.247270865640749	0.05060241501684874	6.370646687355475	6.1286746566183865	8643015
4533.883735179901	690	6.34705206934068	0.06720788021576656	6.449961434818761	6.229251535560252	8768990
4598.232915401459	700	6.257876477982791	0.0822580024960884	6.36537005349237	6.113847986547626	8894767
4662.621876955032	710	6.284235692302318	0.07992731628199552	6.439167834745604	6.130576167764957	9020300
4727.386797428131	720	6.432235960378239	0.07462950859644546	6.521212962761638	6.2545433516279445	9147981
4792.251789331436	730	6.405265496812644	0.03865195300582409	6.472312829064322	6.328864982089726	9274739
4856.464586257935	740	6.395367390278552	0.06965994134950454	6.526891560250078	6.24300718815357	9402700
4920.946660518646	750	6.558843989192683	0.052933799201394904	6.631553707265994	6.419515243120259	9529766
4985.52782201767	760	6.510588089711673	0.06228077000093857	6.577484641049523	6.329366005869815	9657766
5049.833545684814	770	6.581909435071139	0.08231760036168076	6.698045441415161	6.332259116679779	9784658
5114.3810338974	780	6.5580950937046145	0.028962741746822864	6.6058352811669465	6.479610840746318	9911557
5178.320752620697	790	6.525317628861813	0.051003692874682705	6.646284749833285	6.439590467824019	10038131
5242.541168212891	800	6.54569357017419	0.04946612450989005	6.6448398637003265	6.327786383466446	10165521
5306.559331178665	810	6.68599060321154	0.05592010887264379	6.792148271779297	6.573208262758271	10292609
5371.033383846283	820	6.74971151187332	0.07359728715209747	6.848515744291944	6.551480323149008	10419375
5434.9583423137665	830	6.687515460671202	0.05130152383997236	6.8124676905426895	6.520870489104709	10547232
5499.277718067169	840	6.671775192443165	0.12774242993166043	6.798116167461558	6.129319609237427	10674679
5563.8395137786865	850	6.608896159654832	0.09761317248373014	6.82712541584624	6.432460136769805	10802265
5627.682775259018	860	6.754793826701643	0.05716211209044681	6.877288424715516	6.631023283465765	10930042
5691.264816999435	870	6.668518913362496	0.03214354896156111	6.750308808739646	6.56527657994593	11057801
5755.821567058563	880	6.75383705746819	0.0757114719015702	6.908392323559383	6.630251716342173	11185457
5820.169624328613	890	6.827910379707173	0.05313135493016571	6.926827602481353	6.669662699481705	11313091
5884.488605499268	900	6.904938742082886	0.02878412710298742	6.965269216045272	6.806919422233477	11440763
5948.154929161072	910	6.794388166848221	0.11116740856605152	6.9116407969995635	6.149631841937662	11568232
6012.52830696106	920	6.71780625751504	0.041513066500214725	6.790645687142387	6.60168015115778	11695890
6076.972305774689	930	6.829310603949107	0.07585947914261763	6.966958985170095	6.637627180052732	11823890
6140.55421090126	940	6.643458327884437	0.04768160757769735	6.71669255955203	6.535918375979236	11951857
6204.524329423904	950	6.6724909727746855	0.07534523469708286	6.836870947881835	6.5280910576548195	12079396
6268.730224370956	960	6.690376250425979	0.08897001260504145	6.844172953660745	6.467416672239779	12207154
6332.72375869751	970	6.959494226550378	0.0407585608382516	7.043417069886345	6.876764376815117	12335154
6397.506184339523	980	6.98055854938204	0.07255806098466754	7.0951504297263455	6.79479607000394	12462930
6462.132614374161	990	6.830343829792087	0.031928158781820835	6.886302923418043	6.747485702988115	12590608
6526.182874679565	1000	6.576230097918898	0.03934863395472825	6.627100915513552	6.474559140389147	12718608
